"seqID",".","length","reason_for_exclusion","verified_hgcA","cluster_ID","clstr_rep","assemblyID","scaffoldID","taxonomic_assignment","metabolic_assignment","autoclass_phylum","autoclass_class","autoclass_order","autoclass_family","autoclass_genus","autoclass_species","length_of_scaffold","BLI20_MG_001","BLI20_MG_002","BLI20_MG_003","BLI20_MG_004","BLI20_MG_005","BLI21_MG_101","BLI21_MG_102","BLI21_MG_103","BLI21_MG_104","BLI21_MG_105","BLI21_MG_106","BLI21_MG_107","BLI21_MG_108","BLI21_MG_109","BLI21_MG_110","BLI21_MG_111","BLI21_MG_112","BLI20_MT_001","BLI20_MT_002","BLI20_MT_003","BLI20_MT_004","BLI20_MT_005","BLI20_MT_006","BLI20_MT_007","BLI20_MT_008","BLI20_MT_009","BLI20_MT_010","BLI20_MT_011","BLI20_MT_012","BLI21_MT_001","BLI21_MT_002","BLI21_MT_003","BLI21_MT_004","BLI21_MT_005","BLI21_MT_006","BLI21_MT_007","BLI21_MT_008","BLI21_MT_009","BLI21_MT_010","BLI21_MT_011","BLI21_MT_012"
"BLI21_coassembly_000000113360_4","432.2",384,NA,TRUE,"BLI_hgcA_clstr_0009",1,"BLI21_coassembly","BLI21_coassembly_000000113360","Firmicutes","FERM",NA,NA,NA,NA,NA,NA,4833,0.0187830640123847,0.0127344738077329,0.0057449865224872,0.000728408281074267,0.0324598317596983,0,0.0662511974294598,0.033652175378085,0.00212233454223498,0.0677315670647115,0.0622113560353068,0.00761617615111341,0.0435401509500001,0.00208377702824609,0.0725365042510805,0.0200023575030282,0.0242670847199664,0.0270551774981399,0,0.00738805977502121,0,0,0.0195939533129332,0,0,0,0,0.125924252515097,0,0,0.0533082430031144,NA,0.0229229986869113,0.0518381229339901,0.03904402187885,0.0248377991261531,0,0,0,0.0940840193918069,0.0411030868734349
"BLI21_coassembly_000000129190_9","340.4",282,NA,TRUE,"BLI_hgcA_clstr_0054",0,"BLI21_coassembly","BLI21_coassembly_000000129190","Kiritimatiellae","KIR","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",4423,1.51890776215191,2.29376571466456,0.151418973390031,0.205548949463774,0.0920975754362631,0.00478860749918547,0.344646364994536,0.365186788627394,0,0.0368759403500946,0.116783946194045,0.00418668073098305,0.0538785316605314,0.00923204133859019,0.100055847389664,0.51606805813005,0.752933060741538,0.0419514246884486,0,0.0115925956354856,0,0,0.0299630002261952,0,0,0,0,0,0,0,0.0408128339715268,NA,0,0,0,0,0,0,0,0,0
"BLI21_coassembly_000000136593_2","383.5",367,NA,TRUE,"BLI_hgcA_clstr_0014",1,"BLI21_coassembly","BLI21_coassembly_000000136593","Actinobacteria","RESP","Actinobacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",4260,0,0,0,0,0,0.00716986046410304,0,0,0.227635145416599,0.0558671293671326,0.00341360082453735,0.172092624882444,0.052087407755564,0,0.00291569295112429,0,0.00357579995755063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"BLI21_coassembly_000000219078_2","372.7",357,NA,TRUE,"BLI_hgcA_clstr_0020",1,"BLI21_coassembly","BLI21_coassembly_000000219078","Firmicutes","FERM","Firmicutes","Clostridia","Unclassified","Unclassified","Unclassified","Unclassified",3099,0,0.00317242331012423,0,0.0050887048480102,0.00562895249669941,0.00755671581376565,0.0862948915445141,0.0233098173186967,0,0.0432884710619732,0.0215387352773082,0,0.0200286559698169,0.00674846074719126,0.0187795141871802,0.0567069060662286,0.0126461996713018,0.0447959691028638,0,0.00817377694782449,0,0,0,0,0,0,0.107676647431109,0.0462841642660523,0.0192801926379533,0.018281616633852,0.0587043198624845,NA,0,0,0,0,0,0.0124232842295234,0.0637280196608619,0,0.022687911413399
"BLI21_coassembly_000000229519_3","385.7",297,NA,TRUE,"BLI_hgcA_clstr_0076",1,"BLI21_coassembly","BLI21_coassembly_000000229519","Geobacteraceae","RESP","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Unclassified","Unclassified",3002,0,0,0,0,0.115051274870613,0.026249546311771,0,0,0.0160081866580449,0.049802550033221,0.00500232070513964,0.0063876697501199,0.0472491295041662,0.0174765909102252,0.00809262971706529,0,0,0,0,0,0,0,0,0,0,0.852837023235587,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"BLI21_coassembly_000000231036_3","334.9",279,NA,TRUE,"BLI_hgcA_clstr_0080",1,"BLI21_coassembly","BLI21_coassembly_000000231036","Bacteroidetes","RESP","Bacteroidetes","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",2988,0.00886426335629209,0.00991013603757663,0,0,0.0140671479277873,0,0.0573944289203132,0.0832183883449196,0.00715705824804269,0.038582236411131,0.0783725595081094,0,0.0347557051785027,0,0.0535443763646515,0.0317302730443939,0.0209121889948968,0,0,0,0,0,0,0,0,0.185670141249955,0.256627556645504,0,0,0,0,NA,0,0,0.0307802006723521,0,0,0,0,0.097775595555843,0
"BLI21_coassembly_000000239817_4","405.8",353,NA,TRUE,"BLI_hgcA_clstr_0031",1,"BLI21_coassembly","BLI21_coassembly_000000239817","Kiritimatiellae","KIR","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",2912,0.207089418617199,0.188951363298747,0.0194054050688696,0.655428867825616,0.0999839079636666,0.0054343316682572,0.0925488890848339,0.151522112968001,0.0146572830029945,0.268443185680458,0.371081685888944,0.0427092515581651,0.326945531277352,0.00361570801609941,0.258151252713629,0.0781266214460096,0.317780786594342,0,0,0,0.0501982435318255,0,0,0,0,0,0,0,0.0195739010140113,0,0,NA,0.0256906716897814,0.0388242868535531,0,0.0557001022394018,0,0.0126121527631187,0,0.105244368065659,0.0460855519666422
"BLI21_coassembly_000000241246_5","396.1",353,NA,TRUE,"BLI_hgcA_clstr_0032",1,"BLI21_coassembly","BLI21_coassembly_000000241246","Bacteroidetes","RESP","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",2901,0.0445747388923568,0.0365234577604999,0,0.125511249474671,0.00484583151137844,0,0.0195353140764078,0.0286669544272981,0,0.0318088362893536,0.0328308186625591,0.0132712308490193,0.0486488013630538,0,0.0346999126234675,0.0233292175259677,0.151117615346191,0,0,0,0,0.107507666348935,0.0218998535446356,0,0,0,0,0,0,0,0,NA,0.0256906716897814,0.0388242868535531,0,0,0.100496043538726,0.0126121527631187,0.0323566773345542,0,0.0691283279499634
"BLI21_coassembly_000000257893_1","331.8",275,NA,TRUE,"BLI_hgcA_clstr_0064",0,"BLI21_coassembly","BLI21_coassembly_000000257893","Desulfobacterota","SRB","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Unclassified","Unclassified","Unclassified",2772,0.0402933874699739,0.0689003824878744,0,0.0333102945733823,0.0186386140733669,0,0.0668119499975319,0.211935236341734,0.00583663454174691,0.0980248434884957,0.168317529765349,0.00698175144948407,0.112427461448211,0,0.213585683893492,0.0671265337244801,0.222058194307027,0.0435877751819916,0.0419820980118982,0.0723700803752976,0.144414796075378,0,0.0621740314515474,0.338149497823656,0,0,0.314818416873068,0.537365758118511,0.0278288026776109,0.0264991488625268,0.0423478066594302,NA,0.258196201936291,0,0.0314682582254712,0.160158783920263,0.0954801936628445,0.143309760776205,0.0462953705726492,0,0.364295578656695
"BLI21_coassembly_000000258736_4","346.4",282,NA,TRUE,"BLI_hgcA_clstr_0079",1,"BLI21_coassembly","BLI21_coassembly_000000258736","Kiritimatiellae","KIR","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",2766,0.297296591435972,0.462444119601801,0.0571565689530633,0.0467975557311837,0.0159676650523659,0.000438366435532593,0.197047063074876,0.240133349463865,0,0.0206653910335112,0.0853888397502591,0,0.0123914265052617,0.0121611676771516,0.041063172090991,0.273789126222243,0.344305844990405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"BLI21_coassembly_000000261085_4","242.2",230,"Missing cap helix",FALSE,"BLI_hgcA_clstr_0086",1,"BLI21_coassembly","BLI21_coassembly_000000261085",NA,NA,"Proteobacteria","Deltaproteobacteria","Desulfobacterales","Unclassified","Unclassified","Unclassified",2749,0,0.0198809195896527,0,0.00581566268344023,0,0,0.0532667121926772,0,0,0.0770338410621345,0.0301894077235026,0,0.0967987634011494,0,0.0489652662900232,0.0716445157911332,0,0,0,0,0,0,0,0,0,0,0,0.177612614280685,0,0.0350953785398201,0,NA,0,0,0,0.160186012955708,0.0630183595523151,0.0706185064152335,0.122638379736922,0,0
"BLI21_coassembly_000000277987_1","377.1",324,NA,TRUE,"BLI_hgcA_clstr_0065",1,"BLI21_coassembly","BLI21_coassembly_000000277987","PVC","UNK","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema","Treponema sp.",2635,0.144221150915414,0.143477470591071,0.0189931648177811,0.0407776159036379,0.0173367447394489,0,0.0392727131991015,0.0312439944555697,0,0.028637916092531,0.0136080577752975,0,0.0259307322026599,0,0.0379963595266645,0.099433360677115,0.0744052689542122,0,0.0331514078330668,0,0,0.0605635687891127,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"BLI21_coassembly_000000300187_1","418.8",317,NA,TRUE,"BLI_hgcA_clstr_0018",0,"BLI21_coassembly","BLI21_coassembly_000000300187","Firmicutes","FERM","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Unclassified",2500,0.448945323084009,0.35612551882829,0.0476536495875996,0.205611536186018,0.0978809820609093,0.00331123697629794,0.14562979930362,0.210576756253645,0.0107272050144871,0.124689537342549,0.150550081812918,0.00784455762588555,0.151372786138574,0.00214626193686228,0.0898450555576703,0.176113130673395,0.293949534380041,0.0352920256114456,0,0,0,0,0,0,0,0,0.0424445160577277,0,0,0.0215471372171458,0,NA,0,0,0,0,0,0,0,0,0.0536358845056851
"BLI21_coassembly_000000375864_1","399.5",305,NA,TRUE,"BLI_hgcA_clstr_0074",1,"BLI21_coassembly","BLI21_coassembly_000000375864","Firmicutes","FERM","Firmicutes","Clostridia","Unclassified","Unclassified","Unclassified","Unclassified",2145,0.0128267333872429,0.00481190967949504,0,0.0115777683432518,0.0102455473396046,0.00769225820647674,0.0529383372229257,0.038968720162846,0,0.0236719639435097,0.100459041943097,0,0.0323472771109776,0.0138796343135498,0.0274695480248843,0.0525608518498065,0.0307160749408357,0,0,0,0,0,0.0267764343547677,0,0,0,0,0,0,0,0,NA,0,0.0239957780509399,0,0,0,0.0154239201908167,0,0,0.0283640936034743
"BLI21_coassembly_000000388521_2","401.0",368,NA,TRUE,"BLI_hgcA_clstr_0013",1,"BLI21_coassembly","BLI21_coassembly_000000388521","Desulfobacterota","SRB","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Unclassified","Unclassified","Unclassified",2097,0.0198854317283672,0.0098807400092857,0,0.0058253448156582,0,0,0.00930035167801462,0.19678266983349,0,0.0192338957563091,0.157027209579718,0,0.0156849709524313,0,0.2118193989331,0.0764340826127522,0.100164228735267,0.157586598611478,0.167251944867885,0.0548403376946622,0.142240382808715,0.203192425421461,0.145039826214353,0,0,0.128992986294376,0.0688605340676194,0,0.0185161420031092,0.0877488768314356,0,NA,0.436907298362543,0.604497985599978,0.330824942404625,0.157837996654253,0.0633555108170564,0.0357957278065119,0.39758450806585,0.364948932758141,0.195894916929538
"BLI21_coassembly_000000397409_2","343.6",383,NA,TRUE,"BLI_hgcA_clstr_0010",1,"BLI21_coassembly","BLI21_coassembly_000000397409","Kiritimatiellae","KIR","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Unclassified","Unclassified",2066,0.0372972177144503,0.00502704316261904,0.0306617766255521,0.274455960398984,0.00706485573293568,0,0,0.0158300966510674,0,0.0205812897113927,0.0334209568922596,0,0.0404790722832232,0.00267341399153021,0.0144570472133361,0.0310414883154409,0.0157394393417433,0,0,0,0,0,0,0,0,0,0,0,0.0527005287445488,0.0166413496557184,0,NA,0,0,0,0.0498495243000594,0,0,0,0.0314689863082223,0
"BLI21_coassembly_000000421460_2","389.6",349,NA,TRUE,"BLI_hgcA_clstr_0037",1,"BLI21_coassembly","BLI21_coassembly_000000421460","Kiritimatiellae","KIR","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",1984,0.0070729982685666,0,0,0.287196273611952,0,0,0,0.0221339511631542,0,0.0393300607451633,0.057021737517283,0,0.0604474663447146,0,0.16908148516626,0.0325521126726315,0.066383415335904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"BLI21_coassembly_000000438757_1","304.6",263,NA,TRUE,"BLI_hgcA_clstr_0081",1,"BLI21_coassembly","BLI21_coassembly_000000438757","UNK","UNK","Firmicutes","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",1931,0,0,0,0,0,0.00435046220868752,0.00946298374961629,0.00571319051928842,0.0293640596209057,0.0293176602309502,0.0124276405018313,0.0158693670354541,0.00987685757986175,0.0115782414780242,0.00707662976679125,0,0.0130181467204578,0.0234948621476431,0,0,0,0,0,0,0,0,0,0,0,0.0570502997925705,0,NA,0,0,0,0,0,0,0,0.0537175224441922,0.0356962471082579
"BLI21_coassembly_000000450023_2","409.1",419,NA,TRUE,"BLI_hgcA_clstr_0002",1,"BLI21_coassembly","BLI21_coassembly_000000450023","Desulfobacterota","SRB","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Unclassified","Unclassified","Unclassified",1898,0,0,0,0.00445540136786384,0,0,0.0145513818924805,0.05827237111591,0,0.009109536260104,0.0379963621285484,0,0.00676534133006169,0,0.0588337227682288,0.0371299049554647,0.032909062275977,0.277323094677889,0.282401594028562,0.0591250525852956,0.159558364239372,0.0855940914665874,0.052536380258988,0,0,0,0.202727459563709,0.187271037987941,0.109495083111929,0.0296048648349083,0.190530326962688,NA,0.531367052787155,0.430430094524783,0.330543416662317,0.0442695850102223,0.0267363972324441,0.110911881664528,0.309358000154473,0.448129127195585,0.402948634579759
"BLI21_coassembly_000000466192_1","357.6",299,NA,TRUE,"BLI_hgcA_clstr_0075",1,"BLI21_coassembly","BLI21_coassembly_000000466192","PVC","UNK","Planctomycetes","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",1853,0.0076692420093531,0.012094615447583,0,0.00895631483898938,0.0040569027003239,0,0.0099379597679368,0.0359997178667131,0,0,0.0381458770670306,0,0.00522959494292394,0,0.0111969584998093,0.00784360215263608,0.0118305835478798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"BLI21_coassembly_000000483203_2","391.7",330,NA,TRUE,"BLI_hgcA_clstr_0057",1,"BLI21_coassembly","BLI21_coassembly_000000483203","Kiritimatiellae","KIR","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",1807,0,0.0206165440578365,0,0.134719677419084,0.0334452349936517,0,0.0102411070818129,0.0515111461818127,0.0255031804571942,0.157490547356831,0.0853585721400397,0.0343485504003463,0.13469227037645,0,0.101361374958884,0.0080828632262576,0.0253470476662311,0,0.0323180354042641,0,0,0,0,0,0,0,0,0.154729877483445,0.0429061060594971,0,0,NA,0,0,0.0240553624853723,0.183618395777623,0.0367366606812173,0.11055966714127,0.0355140156233324,0.0384668965764949,0.0506399298679243
"BLI21_coassembly_000000502164_1","429.8",388,NA,TRUE,"BLI_hgcA_clstr_0007",1,"BLI21_coassembly","BLI21_coassembly_000000502164","Desulfomonilaceae","SRB",NA,NA,NA,NA,NA,NA,1761,0,0.00551245948924025,0,0.0598625057314325,0.0172487737244962,0,0,0,0,0.0296585632568915,0.0462423832626281,0,0.0244250619407102,0,0.00363585967996544,0,0.100824974938916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0.0111688702245296,0.0571964125539838,0,0
"BLI21_coassembly_000000532470_1","399.0",414,NA,TRUE,"BLI_hgcA_clstr_0004",1,"BLI21_coassembly","BLI21_coassembly_000000532470","Actinobacteria","RESP","Actinobacteria","Actinobacteria <high GC Gram+>","Unclassified","Unclassified","Unclassified","Unclassified",1692,0.326190736031873,0.141745001037399,0.819703777725,0.105774070620226,0.0176385958630642,0,0,0,0.00347680942984315,0.0188704899177746,0.0239129113217421,0.0371842168009492,0.0175020614672731,0,0.0111458861726745,0.0306834699803727,0.130262295659135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"BLI21_coassembly_000000557870_1","406.0",327,NA,TRUE,"BLI_hgcA_clstr_0061",1,"BLI21_coassembly","BLI21_coassembly_000000557870","Bacteroidetes","RESP","Bacteroidetes","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",1639,0.0310996594819528,0.00717769789154331,0,0.00566864719156617,0.00470479611664429,0,0,0.109026446132325,0,0.0326107801788947,0.0595406450706696,0,0.00345410688223845,0,0.0358161263792408,0.00310235901886734,0.0204399186542579,0.0168790338438462,0.032728977321248,0,0,0.0597832974102626,0.0728944581129447,0,0,0,0.04059159664979,0.104481401310281,0.043450194716751,0.0206265564892303,0,NA,0,0.0433075139519038,0.0487395119173376,0,0,0.0139948097313677,0.107915565991163,0,0.051301209726561
"BLI21_coassembly_000000596626_3","293.5",207,NA,TRUE,"BLI_hgcA_clstr_0033",0,"BLI21_coassembly","BLI21_coassembly_000000596626","Kiritimatiellae","KIR","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",1564,0.0518174003588466,0.0365281670459767,0,0.00563176821123659,0.0297538976356174,0,0.044952677802957,0,0.00760684965572601,0.0575737094067443,0.0758122830116898,0.0136489101459084,0.0485654603193377,0,0.0410231503302104,0,0.0599872711471516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.101492614570952,0,0,0,0,0.157776646603947,0
"BLI21_coassembly_000000615460_1","135.2",112,"C-term truncated, only 112 residues",FALSE,"BLI_hgcA_clstr_0101",1,"BLI21_coassembly","BLI21_coassembly_000000615460",NA,NA,"Chloroflexi","Unclassified","Unclassified","Unclassified","Unclassified","Chloroflexi bacterium RIFOXYD12_FULL_57_15",1531,0.00960963873086462,0.00864251383402297,0,0,0,0,0.0470699408424622,0.0459600552189837,0,0.00591158623372821,0.0299451944869103,0,0.00659642089391543,0,0.0584182573558233,0.0339725132820395,0.0280561383436167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"BLI21_coassembly_000000620976_1","373.1",341,NA,TRUE,"BLI_hgcA_clstr_0048",1,"BLI21_coassembly","BLI21_coassembly_000000620976","Kiritimatiellae","KIR","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",1522,0.0090349985734507,0.0290524456855204,0,0,0,0.00953462971032773,0.104575160656712,0.0301418419352303,0,0.00595508932130266,0,0,0.00996744547175446,0,0.0147276731197819,0.03194541459052,0,0.0159108490600852,0.0308927751499737,0,0,0,0.0458902466387757,0,0,0,0,0,0,0.0389242142280186,0,NA,0,0.0611585115463468,0.0689065621666351,0,0,0,0,0,0
"BLI21_coassembly_000000684452_2","396.5",374,NA,TRUE,"BLI_hgcA_clstr_0012",1,"BLI21_coassembly","BLI21_coassembly_000000684452","Actinobacteria","RESP","Actinobacteria","Thermoleophilia","Unclassified","Unclassified","Unclassified","Thermoleophilia bacterium UBA2241",1421,0.0660540186959197,0.00783827600676419,0,0.110801620712243,0.0030885447231952,0,0,0.0313142001731498,0,0.018312790701444,0.0180765680026637,0,0.0324741603597093,0,0.0485011157526499,0.0026979135852774,0.0671729055742345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"BLI21_coassembly_000000685978_2","311.6",244,NA,TRUE,"BLI_hgcA_clstr_0045",0,"BLI21_coassembly","BLI21_coassembly_000000685978","Bacteroidetes","UNK","Bacteroidetes","Bacteroidia","Bacteroidales","Unclassified","Unclassified","Unclassified",1418,0.0467638169174258,0,0.0702987149747365,0,0.028729581361987,0,0.108856151542201,0.131497007546838,0.00580882772034117,0.0575425321232738,0.247908807762635,0,0.0993910874397334,0,0.240114145228082,0.053165147797583,0.0441336045201976,0.0530019009653049,0,0.0738927869526896,0.175797506822311,0.186842704229158,0.824706777396397,2.44066955665071,0,0.45081104789052,9.5208934620605,8.86315330404818,0.100799588784208,0.0320938943581708,0.0511067560038898,NA,0,0.0687187287149402,0,0.0974676798407744,0,0.0431965336004485,0.224468158492792,0.120644526659545,0.0804977873953256
"BLI21_coassembly_000000724865_2","383.9",345,NA,TRUE,"BLI_hgcA_clstr_0041",1,"BLI21_coassembly","BLI21_coassembly_000000724865","Planctomycetes","RESP","Planctomycetes","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",1362,0.120135611256043,0.0214442399773526,0,0.0221031631084879,0,0,0.0164044781807905,0,0,0.0585321174580225,0.0807419962373999,0.0133920678147843,0.11318360665544,0,0.0527040569200808,0.00675843850231748,0.042708390708661,0,0.0305256261308516,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.0266239176637881,0,0,0,0,0,0,0,0
"BLI21_coassembly_000000819858_2","351.0",303,NA,TRUE,"BLI_hgcA_clstr_0049",0,"BLI21_coassembly","BLI21_coassembly_000000819858","Kiritimatiellae","KIR","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",1244,0.102939399185143,0.124749302202383,0.125507062814036,0.0206693530250304,0,0.0148770898983765,0.0193186917696361,0.0296651096750084,0,0,0.0143082252550185,0,0.00859977835058604,0,0,0.0753828460011625,0.0149880884993207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"BLI21_coassembly_000000858312_1","369.4",400,NA,TRUE,"BLI_hgcA_clstr_0005",1,"BLI21_coassembly","BLI21_coassembly_000000858312","Firmicutes","FERM","Firmicutes","Clostridia","Unclassified","Unclassified","Unclassified","Unclassified",1202,0.00659911521735034,0.140193130312385,0,0,0,0,0.0684101416583556,0.102571196755613,0,0.0655382139917898,0.0292037201897632,0,0.0179995360826219,0,0.0255793129111923,0.0632006125707091,0.0155813333390443,0.0514233922172124,0,0,0,0,0.0186440713855624,0,0,0,0,0,0,0.0473117915404114,0,NA,0,0,0,0.0236025520540996,0.0284784790356903,0.0214705631515023,0,0,0
"BLI21_coassembly_000000887220_2","418.4",349,NA,TRUE,"BLI_hgcA_clstr_0038",1,"BLI21_coassembly","BLI21_coassembly_000000887220","Firmicutes","FERM","Firmicutes","Clostridia","Clostridiales","Hungateiclostridiaceae","Unclassified","Unclassified",1173,0.0241567699477021,0,0,0,0,0.0038196671847867,0.0176700108459654,0.0128582501159404,0.0110099139753929,0,0.051892984274366,0,0.00668129157054771,0,0.0660701360377764,0.0157009927461727,0.0358456239338096,0,0,0.00843972092143189,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"BLI21_coassembly_000000949870_2","228.2",231,"Missing cap helix",FALSE,"BLI_hgcA_clstr_0084",1,"BLI21_coassembly","BLI21_coassembly_000000949870",NA,NA,"Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Unclassified","Unclassified","Syntrophobacterales bacterium",1115,0.0128643542801026,0.0316840680223257,0,0.101934337308943,0.0123820874294362,0,0,0.0986755024788357,0.00597433659840236,0.0714026886269917,0.0247455446636906,0,0.0319555091648949,0.00578912073901211,0,0.0224556340747922,0.0412672377275438,0,0,0.0161274015739269,0.0956316668418942,0,0,0,0,0.242526773410725,0.139086038546147,0.0881811764121858,0.109213000934716,0,0.11071187232635,NA,0.0487924301988519,0,0,0,0,0,0,0.196131056885506,0
"BLI21_coassembly_000000953198_1","328.7",312,NA,TRUE,"BLI_hgcA_clstr_0068",1,"BLI21_coassembly","BLI21_coassembly_000000953198","Desulfobacterota","SRB","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Unclassified","Unclassified","Unclassified",1112,0.00558217964489094,0,0,0,0,0,0.00710770187747627,0.127293252286555,0,0,0.0633863015271593,0,0.0221435728685852,0,0.0326443940230603,0.0317723294352767,0.0522647366489227,0.181400867668436,0.245801173253628,0.0898298382733394,0.300344914338898,0.128411957866624,0.130265804646359,0,0,0,0,0.16826288050397,0.0466004077006879,0,0,NA,0,0.0233081708548958,0.0785754869362156,0,0.0798379387662183,0.0450183730678533,0.0772504032064045,0.125371928493834,0
"BLI21_coassembly_000001026396_2","402.7",311,NA,TRUE,"BLI_hgcA_clstr_0070",1,"BLI21_coassembly","BLI21_coassembly_000001026396","Chloroflexi","UNK","Chloroflexi","Anaerolineae","Anaerolineales","Unclassified","Unclassified","Unclassified",1053,0.00471050726117714,0.0241469077990554,0,0.0155806779736887,0,0,0.0143782430552604,0.041028750774385,0,0.0193184993102206,0.0687025168459311,0,0.0107782367921801,0,0.0422994179212955,0,0.0907517608467024,0,0,0,0,0,0.0260531609292718,0,0,0,0,0,0,0.0221401628673071,0,NA,0,0,0,0,0,0,0,0,0
"BLI20_assembly002_000000001377_12","392.0",332,NA,TRUE,"BLI_hgcA_clstr_0054",1,"BLI20_assembly002","BLI20_assembly002_000000001377","Kiritimatiellae","KIR","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",18344,2.96209783500563,3.40700656106522,0.841414869138317,0.698214988270755,0.131340923452574,0.0113555702159286,0.518039632416201,0.627241233776349,0.00586585275474799,0.10036163144815,0.161342011170912,0.0129171107241203,0.136959398799521,0.028253782525982,0.137878598068475,1.04850816516347,1.45662061476424,0.0496807216377365,0,0.00904208619150369,0,0,0.0238840507144618,0,0,0,0,0,0,0,0.0321988999199127,NA,0.056330192696078,0,0,0,0,0,0,0,0
"BLI20_assembly002_000000009085_5","326.2",287,NA,TRUE,"BLI_hgcA_clstr_0078",0,"BLI20_assembly002","BLI20_assembly002_000000009085","Verrucomicrobiae","RESP","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",6047,0.30611739346941,0.364241600986619,0.00912366760110532,0.0454153077069786,0.0306850767568835,0,0.0387180461353875,0.117189876411796,0.00502226764848299,0.024040619596411,0.0563705727366083,0,0.0275700096651747,0,0.0433581404544808,0.0412665877843601,0.199895359651091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"BLI20_assembly002_000000024500_1","405.5",353,NA,TRUE,"BLI_hgcA_clstr_0031",0,"BLI20_assembly002","BLI20_assembly002_000000024500","Kiritimatiellae","KIR","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified","Verrucomicrobia bacterium",3427,0.137870215991789,0.184368458736827,0.00782765433484001,0.462569571124912,0.096362716705154,0.00453961273950002,0.0797146710563703,0.146690649290523,0.0154833616872491,0.219928710312435,0.379892895547486,0.0382729105352617,0.32291882945578,0.00159021629283546,0.259490008868663,0.0626701865741807,0.200988490397623,0,0,0,0,0,0,0,0,0,0,0,0.0196179820015384,0,0,NA,0,0.0390073980599923,0,0,0,0,0,0.105265582059332,0.0459513887270143
